Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN11830,1,0,1,0,Not Selected,0,Room_Type 1,14,2018,9,11,Online,0,0,0,89,2,Not_Cancelled
INN11831,2,0,1,5,Meal Plan 1,0,Room_Type 1,12,2017,11,2,Offline,0,0,0,68,0,Not_Cancelled
INN11832,2,2,0,2,Meal Plan 1,0,Room_Type 6,39,2018,7,20,Online,0,0,0,198.9,0,Cancelled
INN11833,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,Offline,0,0,0,80,0,Cancelled
INN11834,2,2,2,1,Meal Plan 1,0,Room_Type 6,154,2018,6,12,Online,0,0,0,189.9,0,Cancelled
INN11835,2,0,0,2,Not Selected,1,Room_Type 1,1,2018,1,8,Online,1,11,0,76.5,0,Not_Cancelled
INN11836,2,0,0,3,Not Selected,0,Room_Type 1,77,2018,3,31,Online,0,0,0,76.5,0,Cancelled
INN11837,2,0,0,2,Meal Plan 1,1,Room_Type 1,219,2018,9,13,Online,0,0,0,145.1,1,Cancelled
INN11838,2,0,0,3,Meal Plan 1,0,Room_Type 1,145,2018,7,7,Online,0,0,0,114.3,1,Cancelled
INN11839,2,0,2,2,Not Selected,0,Room_Type 1,1,2017,8,8,Online,0,0,0,81,0,Not_Cancelled
INN11840,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,80,0,Cancelled
INN11841,2,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,10,27,Online,0,0,0,128,1,Not_Cancelled
INN11842,2,0,0,4,Not Selected,0,Room_Type 1,106,2018,4,27,Online,0,0,0,85,0,Cancelled
INN11843,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109,0,Not_Cancelled
INN11844,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120,0,Not_Cancelled
INN11845,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185,0,Not_Cancelled
INN11846,2,0,1,2,Meal Plan 1,0,Room_Type 1,162,2018,7,1,Online,0,0,0,105.3,0,Cancelled
INN11847,2,1,0,4,Meal Plan 1,0,Room_Type 1,106,2018,7,13,Offline,0,0,0,84.58,2,Not_Cancelled
INN11848,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100,0,Cancelled
INN11849,2,0,0,1,Not Selected,0,Room_Type 1,29,2018,7,28,Online,0,0,0,148,1,Not_Cancelled
INN11850,2,0,0,1,Not Selected,0,Room_Type 1,261,2018,12,10,Online,0,0,0,67.5,0,Cancelled
INN11851,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,2018,9,18,Offline,0,0,0,80.75,0,Not_Cancelled
INN11852,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,5,23,Online,0,0,0,95,0,Cancelled
INN11853,2,0,0,1,Meal Plan 1,0,Room_Type 4,21,2018,5,19,Offline,0,0,0,124.8,0,Not_Cancelled
INN11854,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Cancelled
INN11855,2,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,81,0,Not_Cancelled
INN11856,2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2018,11,19,Offline,0,0,0,75,0,Not_Cancelled
INN11857,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,Cancelled
INN11858,2,0,0,5,Meal Plan 1,0,Room_Type 1,203,2018,7,19,Online,0,0,0,90.95,1,Cancelled
INN11859,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,9,27,Corporate,0,0,0,160,0,Not_Cancelled
INN11860,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75,0,Not_Cancelled
INN11861,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Cancelled
INN11862,2,0,2,2,Meal Plan 1,0,Room_Type 1,149,2018,8,20,Online,0,0,0,105.3,0,Cancelled
INN11863,3,0,2,1,Meal Plan 1,0,Room_Type 5,61,2018,10,9,Offline,0,0,0,125.8,0,Not_Cancelled
INN11864,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,6,21,Online,0,0,0,99.9,1,Not_Cancelled
INN11865,2,0,0,1,Meal Plan 1,0,Room_Type 1,96,2017,11,28,Online,0,0,0,72.25,1,Cancelled
INN11866,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,9,16,Online,0,0,0,183,1,Not_Cancelled
INN11867,2,0,2,3,Meal Plan 2,0,Room_Type 1,137,2018,12,24,Online,0,0,0,117.3,2,Not_Cancelled
INN11868,2,0,1,0,Meal Plan 1,0,Room_Type 1,15,2017,8,23,Online,0,0,0,99,0,Cancelled
INN11869,2,0,0,4,Meal Plan 1,0,Room_Type 1,131,2018,8,2,Online,0,0,0,105.3,0,Cancelled
INN11870,1,0,0,2,Meal Plan 1,0,Room_Type 1,35,2018,6,21,Online,0,0,0,107.1,1,Not_Cancelled
INN11871,2,0,0,2,Not Selected,0,Room_Type 1,29,2018,8,16,Offline,0,0,0,67.5,0,Not_Cancelled
INN11872,3,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,110,0,Cancelled
INN11873,2,1,2,3,Meal Plan 1,0,Room_Type 1,150,2018,8,28,Online,0,0,0,118.62,1,Not_Cancelled
INN11874,2,0,2,1,Not Selected,0,Room_Type 1,98,2018,6,26,Online,0,0,0,91.5,0,Cancelled
INN11875,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,3,16,Offline,0,0,0,64.4,0,Not_Cancelled
INN11876,2,0,0,3,Meal Plan 1,0,Room_Type 4,72,2018,6,1,Online,0,0,0,108.11,0,Not_Cancelled
INN11877,2,0,0,2,Meal Plan 1,0,Room_Type 2,233,2018,8,11,Online,0,0,0,86.62,0,Cancelled
INN11878,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled
INN11879,2,1,1,3,Meal Plan 1,0,Room_Type 6,31,2018,9,26,Online,0,0,0,148.69,1,Not_Cancelled
INN11880,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Cancelled
INN11881,2,0,1,4,Meal Plan 1,0,Room_Type 4,49,2017,11,9,Offline,0,0,0,60,0,Not_Cancelled
INN11882,1,0,3,7,Meal Plan 1,0,Room_Type 1,58,2018,2,29,Online,0,0,0,66.45,1,Not_Cancelled
INN11883,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,5,2,Aviation,0,0,0,95,0,Not_Cancelled
INN11884,1,0,4,10,Meal Plan 1,0,Room_Type 1,3,2018,10,2,Complementary,0,0,0,0,0,Not_Cancelled
INN11885,2,0,0,1,Meal Plan 1,0,Room_Type 1,123,2018,8,13,Online,0,0,0,123.3,0,Cancelled
INN11886,3,0,2,3,Meal Plan 1,0,Room_Type 4,75,2018,8,12,Online,0,0,0,168.3,2,Not_Cancelled
INN11887,2,0,0,1,Meal Plan 2,0,Room_Type 4,126,2018,12,24,Online,0,0,0,136.8,2,Cancelled
INN11888,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115,1,Cancelled
INN11889,2,0,0,1,Not Selected,0,Room_Type 1,69,2018,11,4,Online,0,0,0,79.2,2,Not_Cancelled
INN11890,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Cancelled
INN11891,1,0,0,1,Meal Plan 1,1,Room_Type 1,9,2018,11,17,Corporate,1,0,1,79,1,Not_Cancelled
INN11892,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,11,13,Corporate,0,0,0,75,1,Not_Cancelled
INN11893,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2017,10,9,Online,0,0,0,170.33,2,Not_Cancelled
INN11894,3,0,4,9,Meal Plan 1,0,Room_Type 1,139,2018,7,16,Online,0,0,0,131.36,0,Cancelled
INN11895,2,0,1,0,Meal Plan 1,0,Room_Type 1,42,2018,2,21,Online,0,0,0,80.3,1,Not_Cancelled
INN11896,2,0,1,1,Meal Plan 1,1,Room_Type 1,235,2018,8,6,Online,0,0,0,105.3,2,Cancelled
INN11897,2,0,1,2,Meal Plan 1,0,Room_Type 1,279,2018,10,10,Offline,0,0,0,80.75,1,Not_Cancelled
INN11898,2,0,0,1,Not Selected,1,Room_Type 1,121,2018,5,17,Online,0,0,0,103.5,1,Not_Cancelled
INN11899,1,0,0,1,Meal Plan 1,0,Room_Type 1,210,2018,8,18,Online,0,0,0,96.3,0,Cancelled
INN11900,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100,0,Cancelled
INN11901,2,1,0,4,Meal Plan 1,0,Room_Type 1,158,2018,5,25,Online,0,0,0,114.75,1,Cancelled
INN11902,3,0,0,2,Meal Plan 1,0,Room_Type 4,85,2018,10,7,Online,0,0,0,151.2,2,Not_Cancelled
INN11903,2,0,2,3,Meal Plan 1,1,Room_Type 4,74,2018,4,17,Online,0,0,0,121.2,2,Not_Cancelled
INN11904,2,0,1,1,Meal Plan 1,0,Room_Type 4,33,2018,4,2,Online,0,0,0,131.4,0,Not_Cancelled
INN11905,3,0,1,0,Meal Plan 1,0,Room_Type 4,199,2018,8,28,Online,0,0,0,128.7,1,Cancelled
INN11906,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,5,9,Corporate,1,0,6,65,0,Not_Cancelled
INN11907,1,2,2,3,Meal Plan 1,0,Room_Type 1,6,2018,4,22,Online,0,0,0,104.92,1,Not_Cancelled
INN11908,3,0,2,1,Meal Plan 1,0,Room_Type 4,35,2018,3,26,Online,0,0,0,153.3,2,Not_Cancelled
INN11909,2,0,0,4,Meal Plan 1,0,Room_Type 1,120,2018,8,2,Offline,0,0,0,72.25,0,Not_Cancelled
INN11910,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,12,7,Online,0,0,0,113,2,Not_Cancelled
INN11911,1,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,11,21,Corporate,0,0,0,67,0,Cancelled
INN11912,1,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,177.33,0,Not_Cancelled
INN11913,2,0,0,2,Meal Plan 2,0,Room_Type 1,14,2017,9,17,Offline,0,0,0,82,0,Not_Cancelled
INN11914,2,0,2,3,Not Selected,0,Room_Type 1,198,2018,12,8,Online,0,0,0,63.75,2,Not_Cancelled
INN11915,2,0,0,4,Meal Plan 1,0,Room_Type 1,185,2018,7,5,Online,0,0,0,90.95,1,Cancelled
INN11916,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,9,26,Online,0,0,0,170,1,Not_Cancelled
INN11917,2,0,1,1,Meal Plan 1,0,Room_Type 1,67,2017,11,21,Online,0,0,0,79.2,1,Not_Cancelled
INN11918,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,104,2,Not_Cancelled
INN11919,2,0,1,2,Meal Plan 1,0,Room_Type 1,136,2018,3,25,Online,0,0,0,106.2,1,Cancelled
INN11920,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Cancelled
INN11921,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,Cancelled
INN11922,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Cancelled
INN11923,2,0,1,1,Meal Plan 3,1,Room_Type 4,4,2018,1,9,Complementary,0,0,0,0,1,Not_Cancelled
INN11924,2,0,1,3,Meal Plan 1,0,Room_Type 1,1,2018,12,5,Online,0,0,0,65.76,1,Not_Cancelled
INN11925,2,0,1,0,Not Selected,0,Room_Type 1,32,2018,8,28,Online,0,0,0,99,1,Not_Cancelled
INN11926,3,0,0,3,Meal Plan 1,0,Room_Type 4,107,2018,7,13,Online,0,0,0,137.7,2,Not_Cancelled
INN11927,3,0,0,3,Meal Plan 1,1,Room_Type 4,120,2018,7,12,Online,0,0,0,146.7,0,Not_Cancelled
INN11928,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136,0,Not_Cancelled
INN11929,3,0,0,2,Meal Plan 1,0,Room_Type 4,94,2018,7,13,Online,0,0,0,137.7,0,Not_Cancelled
INN11930,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,7,19,Corporate,1,3,12,65,0,Cancelled
INN11931,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Online,0,0,0,0,1,Not_Cancelled
INN11932,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,6,13,Online,0,0,0,91,1,Not_Cancelled
INN11933,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,10,4,Online,0,0,0,129,0,Cancelled
INN11934,1,0,1,0,Meal Plan 1,0,Room_Type 4,61,2018,12,19,Offline,0,0,0,78.2,0,Not_Cancelled
INN11935,2,0,1,2,Meal Plan 1,0,Room_Type 1,18,2018,2,12,Offline,0,0,0,64,0,Not_Cancelled
INN11936,2,0,0,4,Not Selected,0,Room_Type 1,28,2018,8,30,Online,0,0,0,104.5,2,Not_Cancelled
INN11937,2,0,0,1,Not Selected,0,Room_Type 1,7,2017,9,5,Online,0,0,0,115,2,Not_Cancelled
INN11938,3,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,10,7,Online,0,0,0,166,1,Not_Cancelled
INN11939,2,0,1,4,Meal Plan 1,0,Room_Type 4,78,2018,12,26,Online,0,0,0,110.84,2,Not_Cancelled
INN11940,2,0,0,4,Meal Plan 1,0,Room_Type 1,40,2018,3,23,Online,0,0,0,112.95,0,Cancelled
INN11941,2,0,1,2,Meal Plan 1,0,Room_Type 1,59,2018,4,25,Online,0,0,0,105.6,0,Cancelled
INN11942,2,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,78,0,Not_Cancelled
INN11943,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,10,Corporate,1,0,1,95,0,Not_Cancelled
INN11944,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,4,13,Corporate,0,0,0,129,0,Not_Cancelled
INN11945,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,3,7,Online,0,0,0,96,1,Not_Cancelled
INN11946,2,0,1,3,Not Selected,0,Room_Type 1,10,2017,8,20,Online,0,0,0,106.5,2,Not_Cancelled
INN11947,2,1,2,5,Meal Plan 1,0,Room_Type 4,118,2018,5,1,Online,0,0,0,107.95,3,Not_Cancelled
INN11948,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185,0,Not_Cancelled
INN11949,1,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,87,0,Not_Cancelled
INN11950,3,0,1,5,Meal Plan 1,0,Room_Type 4,52,2018,10,31,Online,0,0,0,115.09,1,Not_Cancelled
INN11951,2,0,0,4,Not Selected,0,Room_Type 1,37,2018,12,7,Online,0,0,0,74.8,1,Not_Cancelled
INN11952,2,1,1,2,Meal Plan 1,0,Room_Type 1,150,2018,10,3,Online,0,0,0,135,0,Cancelled
INN11953,2,0,1,2,Meal Plan 1,0,Room_Type 1,44,2017,10,12,Online,0,0,0,94.5,0,Not_Cancelled
INN11954,3,0,0,4,Meal Plan 1,0,Room_Type 4,30,2018,3,2,Online,0,0,0,117.3,1,Not_Cancelled
INN11955,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,6,28,Online,0,0,0,130,1,Not_Cancelled
INN11956,2,1,2,2,Meal Plan 1,0,Room_Type 4,123,2018,5,22,Online,0,0,0,107.95,2,Not_Cancelled
INN11957,2,0,3,7,Meal Plan 1,0,Room_Type 1,200,2018,7,15,Online,0,0,0,90.95,1,Cancelled
INN11958,2,0,1,0,Meal Plan 1,0,Room_Type 1,82,2018,4,25,Online,0,0,0,74.15,1,Cancelled
INN11959,2,0,0,2,Not Selected,0,Room_Type 1,77,2018,6,17,Online,0,0,0,116.1,0,Cancelled
INN11960,2,0,1,3,Meal Plan 1,0,Room_Type 4,45,2018,10,3,Online,0,0,0,111.6,0,Cancelled
INN11961,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,2,15,Corporate,0,0,0,65,1,Not_Cancelled
INN11962,2,0,1,2,Not Selected,0,Room_Type 1,58,2018,6,17,Online,0,0,0,116.1,1,Not_Cancelled
INN11963,2,0,2,4,Meal Plan 1,0,Room_Type 1,3,2018,5,29,Online,0,0,0,113.46,2,Not_Cancelled
INN11964,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,2018,6,15,Corporate,1,0,4,65,0,Not_Cancelled
INN11965,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90,0,Not_Cancelled
INN11966,2,0,2,1,Not Selected,0,Room_Type 1,92,2018,11,12,Online,0,0,0,79.2,2,Cancelled
INN11967,2,0,1,3,Meal Plan 1,0,Room_Type 1,152,2018,6,27,Online,0,0,0,90.95,1,Not_Cancelled
INN11968,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled
INN11969,2,0,1,1,Not Selected,0,Room_Type 1,64,2018,4,11,Online,0,0,0,94.5,1,Cancelled
INN11970,2,1,0,3,Meal Plan 1,0,Room_Type 6,193,2018,12,29,Online,0,0,0,160.2,0,Not_Cancelled
INN11971,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76,0,Not_Cancelled
INN11972,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Cancelled
INN11973,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,2,3,Online,0,0,0,79,1,Cancelled
INN11974,1,0,0,4,Meal Plan 1,0,Room_Type 1,32,2017,10,14,Online,0,0,0,109.58,1,Not_Cancelled
INN11975,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65,1,Not_Cancelled
INN11976,2,0,0,2,Not Selected,0,Room_Type 1,42,2018,3,11,Online,0,0,0,71.1,1,Not_Cancelled
INN11977,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,5,21,Online,0,0,0,113.05,2,Not_Cancelled
INN11978,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Cancelled
INN11979,2,0,1,3,Meal Plan 1,0,Room_Type 4,50,2018,11,17,Online,0,0,0,74.61,1,Not_Cancelled
INN11980,3,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,4,13,Online,0,0,0,147,0,Cancelled
INN11981,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,2018,12,10,Online,0,0,0,89.89,0,Not_Cancelled
INN11982,2,0,0,1,Not Selected,0,Room_Type 1,70,2018,9,15,Online,0,0,0,125.1,1,Not_Cancelled
INN11983,1,2,1,2,Meal Plan 1,0,Room_Type 6,108,2018,10,14,Online,0,0,0,190.8,1,Not_Cancelled
INN11984,2,0,1,2,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Offline,0,0,0,85,1,Not_Cancelled
INN11985,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,9,22,Online,0,0,0,161.7,1,Not_Cancelled
INN11986,2,0,3,10,Meal Plan 1,0,Room_Type 2,196,2018,7,4,Online,0,0,0,81.81,3,Not_Cancelled
INN11987,2,1,1,1,Meal Plan 1,0,Room_Type 1,65,2018,8,20,Online,0,0,0,152.1,0,Cancelled
INN11988,2,2,0,2,Meal Plan 1,0,Room_Type 6,6,2018,2,24,Online,0,0,0,176,0,Not_Cancelled
INN11989,2,0,1,3,Not Selected,0,Room_Type 1,137,2018,11,14,Online,0,0,0,75.9,0,Cancelled
INN11990,2,0,0,1,Meal Plan 1,0,Room_Type 1,94,2017,11,17,Online,0,0,0,72.25,0,Cancelled
INN11991,3,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,7,21,Online,0,0,0,143.7,2,Not_Cancelled
INN11992,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Cancelled
INN11993,2,0,1,2,Not Selected,0,Room_Type 1,54,2018,3,18,Online,0,0,0,88.2,0,Cancelled
INN11994,2,0,0,1,Meal Plan 1,1,Room_Type 1,75,2018,10,1,Offline,0,0,0,89.75,0,Not_Cancelled
INN11995,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Cancelled
INN11996,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100,0,Not_Cancelled
INN11997,2,0,2,1,Meal Plan 1,0,Room_Type 4,18,2018,2,7,Online,0,0,0,82.8,1,Not_Cancelled
INN11998,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,1,27,Online,0,0,0,71.7,0,Not_Cancelled
INN11999,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85,1,Not_Cancelled
INN12000,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,72,0,Cancelled
INN12001,2,0,2,3,Meal Plan 1,0,Room_Type 1,44,2018,1,29,Online,0,0,0,74.82,1,Not_Cancelled
INN12002,1,0,2,2,Meal Plan 1,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,63.5,0,Not_Cancelled
INN12003,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Online,0,0,0,0,0,Not_Cancelled
INN12004,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Cancelled
INN12005,1,0,0,3,Not Selected,0,Room_Type 1,110,2018,11,2,Online,0,0,0,85.87,1,Not_Cancelled
INN12006,2,0,0,3,Meal Plan 1,1,Room_Type 2,1,2017,12,23,Online,0,0,0,86.25,0,Not_Cancelled
INN12007,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52,0,Not_Cancelled
INN12008,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,8,18,Online,0,0,0,158,0,Cancelled
INN12009,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,90.67,1,Not_Cancelled
INN12010,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87,0,Not_Cancelled
INN12011,2,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,3,18,Online,0,0,0,78.3,0,Not_Cancelled
INN12012,2,0,1,2,Meal Plan 2,0,Room_Type 4,21,2018,11,11,Online,0,0,0,162.67,2,Not_Cancelled
INN12013,1,0,2,2,Meal Plan 1,0,Room_Type 1,249,2018,10,22,Online,0,0,0,80.75,0,Cancelled
INN12014,2,1,1,1,Not Selected,0,Room_Type 1,31,2018,10,3,Online,0,0,0,116.55,0,Not_Cancelled
INN12015,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80,0,Not_Cancelled
INN12016,1,2,0,1,Meal Plan 1,0,Room_Type 4,1,2018,8,2,Online,0,0,0,181,1,Not_Cancelled
INN12017,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Cancelled
INN12018,2,0,0,3,Not Selected,0,Room_Type 1,10,2018,6,16,Online,0,0,0,129,1,Cancelled
INN12019,2,0,0,1,Meal Plan 1,0,Room_Type 1,44,2018,4,29,Offline,0,0,0,85.5,0,Not_Cancelled
INN12020,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,9,15,Online,0,0,0,169,1,Not_Cancelled
INN12021,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,2,17,Offline,0,0,0,72,0,Not_Cancelled
INN12022,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,10,31,Online,0,0,0,87,1,Not_Cancelled
INN12023,2,0,2,4,Meal Plan 1,0,Room_Type 1,176,2018,3,20,Online,0,0,0,90,1,Not_Cancelled
INN12024,3,0,1,4,Meal Plan 1,0,Room_Type 4,107,2018,8,17,Online,0,0,0,150.3,0,Cancelled
INN12025,1,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,11,18,Online,0,0,0,89.2,1,Not_Cancelled
INN12026,2,0,0,1,Meal Plan 1,0,Room_Type 1,113,2018,12,8,Online,0,0,0,90,1,Cancelled
INN12027,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100,0,Cancelled
INN12028,2,0,0,0,Meal Plan 1,0,Room_Type 1,18,2018,11,7,Online,0,0,0,0,1,Not_Cancelled
INN12029,2,0,0,4,Meal Plan 1,0,Room_Type 4,94,2018,5,11,Offline,0,0,0,106.08,0,Not_Cancelled
INN12030,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Cancelled
INN12031,2,0,1,4,Meal Plan 1,0,Room_Type 1,260,2018,11,16,Online,0,0,0,56.94,1,Not_Cancelled
INN12032,2,0,2,3,Meal Plan 1,0,Room_Type 1,283,2018,7,9,Online,0,0,0,69.38,1,Not_Cancelled
INN12033,2,1,0,2,Meal Plan 1,0,Room_Type 4,119,2018,8,16,Online,0,0,0,127.8,0,Cancelled
INN12034,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,12,0,Cancelled
INN12035,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,8,20,Online,0,0,0,130,1,Cancelled
INN12036,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Cancelled
INN12037,2,0,2,3,Meal Plan 1,0,Room_Type 1,249,2018,10,2,Online,0,0,0,119.85,0,Cancelled
INN12038,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,6,20,Offline,0,0,0,76.5,0,Not_Cancelled
INN12039,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Cancelled
INN12040,2,0,1,2,Not Selected,0,Room_Type 1,3,2018,6,17,Offline,0,0,0,85,0,Not_Cancelled
INN12041,2,1,2,3,Meal Plan 1,1,Room_Type 1,81,2018,8,13,Online,0,0,0,143.1,1,Not_Cancelled
INN12042,2,1,0,1,Meal Plan 1,1,Room_Type 4,17,2018,7,23,Online,0,0,0,196,2,Not_Cancelled
INN12043,2,0,0,3,Meal Plan 1,0,Room_Type 1,31,2018,10,26,Online,0,0,0,129,2,Not_Cancelled
INN12044,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,10,Corporate,0,0,0,65,0,Not_Cancelled
INN12045,2,0,1,3,Not Selected,0,Room_Type 1,92,2018,6,30,Online,0,0,0,103.5,1,Not_Cancelled
INN12046,2,1,1,4,Meal Plan 1,0,Room_Type 1,145,2018,8,29,Online,0,0,0,128.34,0,Not_Cancelled
INN12047,2,0,1,2,Meal Plan 1,0,Room_Type 1,156,2017,11,2,Offline,0,0,0,45.87,0,Not_Cancelled
INN12048,2,1,2,1,Meal Plan 1,1,Room_Type 4,131,2018,7,2,Online,0,0,0,121.5,1,Not_Cancelled
